SpO2,rrvalues
89.2745,0.767
89.2736,0.789
89.2744,0.784
89.2747,0.795
89.2749,0.78
89.2748,0.77
89.2731,0.763
89.2744,0.759
89.275,0.745
89.2752,0.747
89.2734,0.739
89.275,0.758
89.2746,0.753
89.2748,0.774
89.2733,0.803
89.2749,0.778
89.2752,0.768
89.2751,0.763
89.2743,0.752
89.2732,0.743
89.2742,0.736
89.2753,0.734
89.2735,0.739
89.2749,0.752
89.2745,0.771
89.2743,0.796
89.2745,0.777
89.2739,0.774
89.2744,0.772
89.2744,0.771
89.2746,0.758
89.2735,0.746
89.2744,0.734
89.275,0.721
89.2747,0.72
89.2732,0.718
89.2747,0.732
89.2747,0.73
89.2741,0.727
89.2754,0.734
89.2751,0.728
89.2744,0.722
89.2735,0.727
89.2749,0.734
89.275,0.735
89.2751,0.731
89.2732,0.726
89.2743,0.731
89.2744,0.723
89.2745,0.742
89.274,0.757
89.2745,0.778
89.6411,0.785
90.2791,0.774
90.2774,0.753
90.2786,0.755
90.2789,0.775
90.279,0.782
90.2774,0.789
90.278,0.786
90.279,0.815
90.2793,0.793
90.2789,0.819
90.2777,0.798
90.2789,0.777
89.6744,0.745
89.2748,0.725
89.2739,0.709
89.2753,0.704
88.8581,0.707
88.2711,0.73
88.2704,0.754
88.9876,0.775
89.2749,0.776
89.2749,0.797
89.2733,0.804
89.2736,0.786
89.2744,0.759
89.2749,0.756
89.2737,0.718
89.2746,0.717
89.2745,0.706
89.2744,0.705
89.2733,0.718
89.2743,0.712
89.2745,0.73
89.275,0.742
89.2733,0.773
89.2741,0.801
89.2743,0.795
89.2751,0.791
89.2733,0.781
89.2746,0.76
89.2746,0.764
89.2746,0.765
89.274,0.785
89.2732,0.777
89.2746,0.766
89.2751,0.742
89.2749,0.722
89.2735,0.714
89.2749,0.726
89.2741,0.769
89.2736,0.743
89.2744,0.78
89.2748,0.798
88.8588,0.795
88.2715,0.793
88.2702,0.813
88.2709,0.808
87.5892,0.798
87.267,0.769
87.2674,0.744
87.2658,0.73
87.267,0.726
87.5868,0.717
88.2696,0.709
88.2715,0.717
88.2718,0.728
88.2719,0.722
88.2701,0.736
88.2708,0.753
88.2712,0.758
88.2713,0.759
88.2703,0.747
88.2715,0.742
88.2715,0.724
88.2714,0.727
88.2697,0.723
88.2711,0.724
88.2714,0.73
88.2714,0.739
88.27,0.752
88.2713,0.755
88.2714,0.744
88.2708,0.74
88.2708,0.71
88.2717,0.712
88.2714,0.718
88.2697,0.715
88.2708,0.705
88.2712,0.714
88.27,0.701
88.2713,0.711
88.2708,0.705
88.2712,0.714
88.2698,0.723
88.2705,0.737
88.2709,0.739
88.2717,0.736
88.27,0.745
88.2709,0.74
88.2711,0.751
88.2711,0.745
88.2698,0.74
88.2711,0.741
88.2712,0.733
88.2701,0.728
88.2712,0.726
88.2712,0.727
88.2715,0.734
88.2702,0.725
88.2713,0.738
87.8319,0.756
87.2668,0.773
87.2656,0.764
87.2665,0.764
87.2667,0.767
87.4932,0.776
88.2701,0.783
88.2701,0.781
88.2707,0.767
88.2713,0.749
88.2714,0.718
88.27,0.717
88.2712,0.743
88.2715,0.761
88.2703,0.805
88.2702,0.815
88.2713,0.812
88.809,0.804
88.9972,0.786
88.2712,0.781
88.2701,0.751
88.2715,0.711
88.2713,0.671
88.2703,0.643
88.2721,0.637
88.2712,0.64
88.2696,0.673
88.2721,0.699
88.2712,0.728
88.2704,0.712
88.2718,0.735
87.7943,0.763
87.2667,0.763
87.2653,0.77
87.2669,0.747
87.2673,0.741
87.267,0.708
87.2656,0.696
87.2673,0.685
87.2671,0.702
87.2649,0.715
87.2666,0.71
87.2675,0.716
87.2675,0.726
87.2661,0.738
87.2666,0.738
87.2667,0.738
87.2671,0.74
87.2659,0.734
87.2671,0.705
87.2675,0.72
87.2652,0.716
87.2663,0.684
87.2667,0.702
87.2673,0.717
87.2657,0.736
87.2668,0.74
87.2672,0.748
87.2661,0.755
87.2663,0.748
87.2679,0.711
87.2673,0.702
87.2659,0.7
87.2666,0.698
87.2668,0.701
87.2656,0.707
87.2672,0.724
87.2669,0.729
87.2666,0.733
87.2657,0.725
87.267,0.694
87.2669,0.678
87.2652,0.657
87.2668,0.674
87.2667,0.659
87.2652,0.666
87.2668,0.662
87.2676,0.652
87.2658,0.692
87.2668,0.696
87.2659,0.71
87.2652,0.665
87.2669,0.624
87.2668,0.626
87.2657,0.628
87.267,0.637
87.2674,0.609
87.2659,0.622
87.2674,0.658
87.2664,0.658
87.2656,0.657
87.2672,0.658
87.2672,0.654
87.2657,0.64
87.2673,0.64
87.2658,0.677
87.2673,0.698
87.2661,0.708
87.3335,0.712
88.2697,0.693
88.2714,0.699
88.2709,0.716
88.2693,0.705
88.2709,0.714
88.2706,0.693
88.2704,0.681
88.2715,0.673
88.2714,0.665
88.2702,0.644
88.2712,0.635
88.2709,0.604
88.27,0.619
88.2708,0.639
88.2716,0.64
88.27,0.655
88.2717,0.636
88.3088,0.664
89.2715,0.672
89.2741,0.691
89.2025,0.661
88.2708,0.67
88.2714,0.652
88.2717,0.651
88.2703,0.68
88.2714,0.69
88.2711,0.692
88.2698,0.692
88.2718,0.674
88.1148,0.653
87.2662,0.668
87.2667,0.651
87.2677,0.675
87.2655,0.684
87.2672,0.675
87.4492,0.665
88.2705,0.664
88.2717,0.662
88.2708,0.688
88.2697,0.703
88.2711,0.686
88.2721,0.667
88.2707,0.639
88.2722,0.62
88.2716,0.614
88.2702,0.61
88.2718,0.612
88.2704,0.615
88.2716,0.593
88.2713,0.63
88.2706,0.667
88.9734,0.692
89.2744,0.688
89.2734,0.688
89.2749,0.699
89.2743,0.696
89.2729,0.685
89.275,0.66
89.2753,0.635
89.2737,0.616
88.5123,0.619
88.2721,0.621
88.2697,0.64
88.2717,0.636
88.2717,0.647
88.2703,0.656
88.2724,0.635
88.271,0.647
88.271,0.665
88.2716,0.677
88.2711,0.687
88.2706,0.66
88.2722,0.656
88.2702,0.639
89.1773,0.642
89.2746,0.656
89.2731,0.658
89.2735,0.67
89.2744,0.664
89.2735,0.656
89.2742,0.651
89.2748,0.642
89.2717,0.647
89.274,0.643
89.2748,0.644
89.2732,0.649
89.2745,0.633
89.2753,0.628
89.2737,0.635
89.2746,0.686
89.2739,0.69
89.2726,0.658
89.2742,0.62
89.2731,0.606
89.2745,0.611
89.2744,0.625
89.2736,0.604
89.2753,0.623
89.2746,0.628
89.2723,0.643
89.2744,0.674
89.2751,0.673
89.2735,0.651
88.8144,0.647
88.2711,0.661
88.2708,0.654
88.6828,0.657
89.273,0.67
89.2749,0.64
89.2745,0.645
89.2736,0.647
89.2746,0.67
89.2739,0.675
89.273,0.687
89.2747,0.681
89.2747,0.694
89.2732,0.665
89.2744,0.687
89.2747,0.688
89.2741,0.688
89.2729,0.671
89.2749,0.653
89.2759,0.645
89.2738,0.664
89.274,0.679
89.2745,0.676
89.2739,1.387
89.2748,0.648
89.2738,0.63
89.2753,0.655
89.2745,0.662
89.2724,0.675
89.2736,0.651
89.2732,0.629
89.2744,0.614
89.2747,0.628
89.272,0.63
89.2744,0.642
89.2748,0.65
89.2739,0.666
89.2746,0.686
89.0578,0.701
88.2699,0.719
88.271,0.715
88.2712,0.731
88.3063,0.707
89.2718,0.7
89.2748,0.697
89.2745,0.706
89.2733,0.685
89.2745,0.694
89.275,0.719
89.2734,0.701
89.2745,0.73
89.2744,0.733
89.2743,0.736
89.2727,0.726
89.2748,0.712
89.2752,0.699
89.2743,0.699
89.2733,0.689
89.2748,0.698
89.2745,0.681
89.273,0.696
89.2747,0.707
89.2748,0.702
89.2733,0.709
89.2748,0.718
89.2745,0.721
89.2895,0.724
90.2732,0.704
90.279,0.718
90.2781,0.713
90.2776,0.656
90.2786,0.633
90.279,0.619
90.2769,0.631
90.2792,0.671
90.2792,0.664
90.2773,0.711
90.2789,0.756
90.2783,0.781
90.2785,0.796
90.2772,0.762
90.2787,0.744
89.8748,0.723
89.2744,0.724
89.2727,0.71
89.2747,0.7
89.2748,0.684
89.2736,0.671
89.2746,0.649
89.2751,0.686
89.2728,0.706
89.2744,0.753
89.2749,0.751
89.2743,0.755
89.2732,0.739
89.2742,0.737
89.2742,0.745
89.2747,0.712
89.2737,0.693
89.275,0.683
89.2747,0.689
89.2736,0.735
89.2746,0.738
89.2741,0.754
89.2745,0.759
89.2733,0.766
89.275,0.732
89.2743,0.734
89.2747,0.73
89.2733,0.719
89.2745,0.713
89.2743,0.701
89.2735,0.686
89.2749,0.69
89.2742,0.691
89.2727,0.716
89.2742,0.703
89.275,0.712
89.2741,0.705
89.2727,0.709
89.2749,0.721
88.9834,0.711
88.2699,0.695
88.2709,0.684
88.2717,0.675
88.2701,0.637
88.2715,0.642
88.2709,0.651
88.2698,0.675
88.2712,0.699
88.2716,0.699
88.2707,0.695
88.2709,0.696
88.2716,0.714
88.271,0.717
88.2694,0.685
88.2716,0.691
88.2717,0.682
88.2701,0.688
88.2714,0.669
88.2715,0.688
88.2699,0.7
88.2712,0.682
88.2708,0.661
88.2694,0.624
88.2712,0.65
88.2717,0.642
88.2702,0.648
87.5821,0.646
87.2675,0.662
87.2649,0.678
87.9543,0.685
88.2708,0.686
88.2706,0.677
87.523,0.661
87.2672,0.68
87.265,0.696
87.2668,0.699
87.2669,0.692
87.2659,0.691
87.2672,0.658
87.2671,0.647
87.2657,0.666
87.2669,0.686
87.2663,0.703
87.2671,0.706
87.2664,0.69
87.2667,0.684
87.2666,0.703
87.2657,0.708
87.2672,0.701
87.2672,0.679
87.2655,0.694
87.2669,0.661
87.267,0.674
87.2653,0.679
87.2672,0.659
86.9458,0.66
86.2613,0.667
87.078,0.649
86.9976,0.646
86.261,0.668
86.2616,0.69
86.2624,0.694
86.2606,0.697
87.1539,0.689
87.2676,0.673
87.2669,0.679
87.2658,0.69
86.769,0.686
86.2625,0.677
86.2615,0.667
86.2624,0.66
86.2625,0.631
86.2613,0.661
86.2623,0.683
86.2621,0.73
86.2602,0.698
86.2619,0.655
86.2626,0.663
86.2604,0.69
86.2626,0.672
86.2625,0.667
86.2607,0.676
86.2624,0.668
86.2616,0.682
86.2608,0.722
86.2617,0.675
86.2623,0.683
86.2603,0.654
86.2621,0.659
86.2616,0.697
86.2604,0.712
86.2613,0.713
86.2622,0.732
86.2623,0.702
86.2614,0.724
86.2617,0.715
86.2623,0.69
86.2603,0.671
86.2623,0.682
86.2617,0.658
86.2613,0.665
86.2617,0.667
86.2624,0.665
86.26,0.666
86.2622,0.672
86.2623,0.653
86.2608,0.649
86.2623,0.667
86.2617,0.691
86.2601,0.712
86.2625,0.712
86.2624,0.713
86.2625,0.708
86.2611,0.744
86.262,0.715
86.2615,0.722
86.2621,0.729
86.2611,0.707
86.2621,0.664
86.262,0.667
86.2606,0.657
86.2622,0.66
86.2621,0.666
86.2608,0.68
86.2627,0.695
86.1393,0.73
85.2576,0.745
85.2592,0.738
85.2592,0.716
85.2596,0.697
85.2577,0.677
85.2592,0.667
85.2587,0.647
85.2575,0.622
85.2591,0.622
85.2577,0.603
85.2583,0.635
85.4513,0.668
86.2605,0.671
86.2615,0.685
86.2613,0.727
86.2609,0.736
86.2618,0.712
86.2617,0.683
86.2625,0.662
86.2607,0.65
86.2623,0.667
86.2617,0.696
86.2599,0.714
86.2627,0.728
86.2623,0.72
86.2605,0.739
86.2612,0.731
86.262,0.732
86.2621,0.693
86.2607,0.68
86.2625,0.653
86.2621,0.65
86.2602,0.64
86.2619,0.641
86.2606,0.607
86.2618,0.624
86.2617,0.656
86.2609,0.693
86.2617,0.708
86.262,0.706
86.2623,0.737
86.2606,0.727
86.2612,0.715
86.262,0.705
86.2612,0.685
86.2627,0.658
85.9348,0.651
85.2581,0.656
85.2591,0.655
85.2595,0.665
85.2583,0.667
85.2601,0.679
85.2596,0.708
85.258,0.713
85.2585,0.719
85.2591,0.699
85.3727,0.705
86.2605,0.647
86.2617,0.648
86.2621,0.659
86.2601,0.682
86.2624,0.697
86.2617,0.714
86.2612,0.708
86.2625,0.746
86.2617,0.733
86.193,0.736
85.2582,0.724
85.2591,0.728
85.2593,0.682
85.2568,0.671
85.2592,0.682
85.2588,0.676
85.2572,0.691
85.2592,0.662
85.2591,0.687
85.2589,0.706
85.2583,0.741
85.2581,0.742
85.2594,0.744
85.2579,0.719
85.2597,0.703
85.2591,0.693
85.2593,0.692
85.2575,0.706
85.2594,0.7
85.2589,0.696
85.2583,0.696
85.2588,0.688
85.2591,0.673
85.2576,0.673
85.2594,0.645
85.2589,0.619
85.2569,0.622
85.2588,0.647
85.2593,0.641
85.2583,0.672
85.2599,0.662
85.2587,0.681
85.2581,0.697
85.2595,0.686
85.2595,0.69
85.2574,0.656
85.2593,0.655
85.2589,0.657
85.2572,0.655
85.2587,0.664
85.2593,0.67
85.2576,0.667
85.2591,0.695
85.2587,0.713
85.2571,0.719
86.0347,0.696
85.9351,0.686
85.2574,0.662
85.2591,0.666
85.259,0.658
85.2579,0.685
85.2589,0.681
85.2587,0.704
85.2599,0.702
85.2576,0.714
85.2585,0.726
85.2589,0.717
85.258,0.695
85.2591,0.668
85.2588,0.664
85.2579,0.666
