heartrate,rrvalues
74.9839,0.8
76.2627,0.787
74.6314,0.803
76.0443,0.789
76.6199,0.784
75.8419,0.791
79.8978,0.751
78.44,0.765
76.4036,0.785
75.5087,0.794
76.5864,0.784
76.2736,0.787
77.353,0.775
72.732,0.825
71.9541,0.834
73.7482,0.814
74.5244,0.805
77.2338,0.777
73.7547,0.813
71.4948,0.839
68.5532,0.876
71.5587,0.838
74.6099,0.804
75.3175,0.797
71.7462,0.836
73.2955,0.819
73.5194,0.816
72.4342,0.828
72.7825,0.825
71.2067,0.842
70.9572,0.846
70.1053,0.856
70.9629,0.845
73.0267,0.822
75.5229,0.794
78.2385,0.767
77.2829,0.776
76.6946,0.783
76.0046,0.789
75.1667,0.798
70.8578,0.847
71.3906,0.841
72.627,0.826
73.4789,0.816
74.3407,0.807
73.266,0.819
74.4309,0.806
75.679,0.793
77.7124,0.772
77.5074,0.774
76.4128,0.786
76.4714,0.784
76.3302,0.786
77.3079,0.776
76.8661,0.781
74.7271,0.803
75.7239,0.792
82.7244,0.726
83.6756,0.717
81.875,0.733
78.445,0.764
75.9294,0.791
71.8183,0.835
71.0476,0.845
71.201,0.842
75.1109,0.799
78.7187,0.762
79.4269,0.756
77.2785,0.776
75.0052,0.8
74.4553,0.806
74.7949,0.802
75.4204,0.796
71.6412,0.837
69.1989,0.867
70.0678,0.856
73.8482,0.813
77.7936,0.771
77.7149,0.772
77.6965,0.773
74.9789,0.8
72.7982,0.824
74.6027,0.804
72.8561,0.824
71.4213,0.84
68.9217,0.87
70.8512,0.847
73.2292,0.82
76.3009,0.786
77.9565,0.77
79.2114,0.757
78.6146,0.763
76.4338,0.785
75.4971,0.795
74.2318,0.808
70.7958,0.848
70.5115,0.851
72.0441,0.833
73.5838,0.815
76.473,0.785
76.8137,0.781
75.906,0.79
75.0194,0.8
76.9473,0.78
75.1707,0.798
73.8326,0.812
72.6033,0.827
74.1314,0.809
74.9251,0.801
74.4227,0.806
73.7004,0.814
73.1729,0.82
75.4364,0.796
75.1484,0.798
73.7198,0.814
75.545,0.794
74.3349,0.807
74.4754,0.806
75.7604,0.792
74.9925,0.8
75.2862,0.797
75.2931,0.797
75.8083,0.791
76.791,0.782
74.9365,0.8
74.7975,0.803
74.7392,0.802
75.9202,0.791
77.6065,0.773
77.8614,0.77
76.2532,0.787
75.0106,0.8
75.9484,0.79
74.9109,0.801
75.4063,0.796
73.5713,0.815
73.9285,0.812
74.944,0.801
76.8136,0.781
77.978,0.769
77.0777,0.779
76.9542,0.779
78.5363,0.764
84.5897,0.709
86.7046,0.693
82.2289,0.729
77.3015,0.776
78.2993,0.767
75.6113,0.793
73.4358,0.817
73.4377,0.817
75.7707,0.792
79.9112,0.751
79.8637,0.751
82.5487,0.727
83.3539,0.72
81.2887,0.738
78.8276,0.761
77.9502,0.77
73.056,0.821
72.1007,0.832
72.2159,0.831
74.2778,0.808
75.0856,0.799
75.3933,0.796
76.2342,0.787
76.7906,0.781
77.7899,0.772
78.6812,0.762
78.764,0.762
78.571,0.764
78.9959,0.759
78.7869,0.762
78.5387,0.764
76.5957,0.783
75.9453,0.79
76.8986,0.78
79.027,0.759
81.4953,0.737
83.6647,0.717
82.5517,0.727
80.9528,0.741
80.9871,0.741
79.4925,0.754
76.8697,0.781
74.5297,0.805
72.7867,0.824
75.2019,0.798
76.9009,0.78
77.079,0.779
76.6312,0.783
76.7061,0.782
77.4696,0.775
77.2174,0.777
77.1645,0.777
76.7364,0.782
76.2654,0.787
78.3146,0.766
78.1712,0.767
78.8809,0.761
77.2691,0.777
75.3824,0.796
76.6341,0.782
76.9948,0.78
78.3772,0.765
77.7142,0.772
75.6996,0.793
75.9908,0.79
75.1129,0.798
77.4738,0.775
76.5699,0.783
76.9186,0.78
76.2337,0.787
78.6321,0.764
78.5462,0.763
76.303,0.787
74.7188,0.803
73.2574,0.819
73.9774,0.811
76.2069,0.787
76.5319,0.784
76.704,0.782
76.8183,0.781
75.7116,0.793
75.1281,0.799
76.5019,0.784
75.2134,0.798
70.5615,0.85
72.5083,0.827
72.791,0.825
77.0464,0.778
78.7292,0.763
79.4772,0.754
80.6279,0.745
80.6915,0.743
81.955,0.732
81.7722,0.734
78.3521,0.766
75.7616,0.792
74.178,0.809
75.9083,0.79
78.3517,0.766
77.0384,0.779
75.1365,0.798
74.3026,0.808
76.0705,0.788
76.9686,0.78
77.9018,0.77
76.8599,0.781
75.3729,0.796
75.1381,0.798
76.7194,0.783
78.0124,0.769
77.2055,0.777
75.5599,0.794
74.8868,0.801
75.7618,0.792
76.6516,0.783
75.5361,0.794
75.3987,0.796
73.8329,0.813
76.8673,0.78
77.6088,0.773
76.4541,0.785
74.0511,0.81
74.1307,0.81
76.3372,0.786
76.7066,0.782
75.0728,0.799
74.465,0.806
77.1839,0.777
79.5865,0.754
81.283,0.738
80.376,0.747
69.0818,0.868
74.0655,0.81
68.6005,0.875
68.8492,0.871
71.8563,0.835
73.035,0.822
73.3722,0.818
77.1947,0.777
80.1979,0.748
80.3049,0.747
81.3917,0.737
81.893,0.733
84.1915,0.713
82.3342,0.728
79.5657,0.755
77.9067,0.77
78.7088,0.762
78.5626,0.764
81.0218,0.74
82.1776,0.73
79.7443,0.753
80.5838,0.744
79.5486,0.755
80.4692,0.745
80.8883,0.742
83.071,0.722
81.6771,0.735
80.1588,0.748
81.0209,0.741
82.361,0.728
83.1677,0.722
82.1329,0.73
80.6934,0.744
79.2597,0.757
80.7119,0.743
80.3699,0.747
85.0899,0.705
82.784,0.725
81.6549,0.735
86.4717,0.693
90.3323,0.665
92.2738,0.65
87.2352,0.688
86.298,0.695
86.1171,0.697
84.234,0.712
81.9975,0.732
81.566,0.735
84.4291,0.711
86.6073,0.693
87.5457,0.685
88.3921,0.679
84.8837,0.707
83.2151,0.721
81.6098,0.735
80.7823,0.743
79.6451,0.753
76.8753,0.781
75.7164,0.792
77.5705,0.774
81.1847,0.739
83.4711,0.718
82.791,0.725
84.1834,0.713
82.0082,0.731
82.0145,0.732
81.6968,0.734
80.4131,0.747
76.1351,0.788
75.3823,0.796
76.8636,0.78
79.295,0.757
81.2111,0.739
78.6442,0.763
79.4794,0.755
77.6372,0.772
78.8266,0.762
77.7481,0.771
76.6965,0.783
73.561,0.815
73.748,0.814
74.0207,0.81
75.3897,0.796
78.7538,0.762
79.1289,0.758
82.2138,0.73
82.0014,0.732
81.5939,0.735
80.855,0.742
78.0617,0.769
73.7377,0.814
71.7016,0.836
74.7811,0.803
78.6995,0.762
78.5583,0.764
79.9774,0.75
81.8296,0.733
81.2216,0.739
80.0892,0.749
79.8642,0.752
75.6712,0.792
72.8926,0.824
74.1566,0.809
75.6869,0.792
76.0697,0.789
77.1374,0.778
78.6776,0.763
79.8004,0.751
78.4237,0.766
77.1507,0.777
74.8454,0.802
75.878,0.791
72.1147,0.832
71.1913,0.842
71.167,0.844
72.8281,0.823
75.1436,0.799
75.8204,0.791
77.6933,0.772
79.2156,0.758
79.5395,0.754
78.8021,0.762
76.1243,0.788
72.3447,0.829
69.362,0.865
68.3418,0.878
69.4887,0.864
73.1206,0.82
73.031,0.822
74.3191,0.807
73.5115,0.816
76.9555,0.78
74.9191,0.801
76.4112,0.785
74.9956,0.8
73.171,0.82
73.8725,0.812
71.6988,0.837
71.6485,0.838
70.068,0.856
68.8081,0.872
69.5936,0.862
72.3412,0.829
71.3322,0.842
73.9822,0.811
73.7658,0.813
77.9811,0.769
77.1348,0.778
76.9057,0.78
74.4705,0.806
70.5659,0.85
68.2258,0.88
68.9751,0.87
70.3666,0.852
72.0729,0.833
72.7042,0.825
71.7884,0.836
73.3966,0.817
74.2023,0.809
75.7962,0.792
78.3245,0.766
76.7794,0.781
78.5979,0.763
76.7639,0.782
75.7763,0.792
74.8452,0.801
76.4842,0.785
77.2404,0.777
74.657,0.803
74.9384,0.801
75.1023,0.799
75.9432,0.79
77.6421,0.773
78.5258,0.764
77.0807,0.778
76.8753,0.781
75.6609,0.793
75.4387,0.795
74.7973,0.802
81.2171,0.739
83.0656,0.722
81.9963,0.732
81.2421,0.739
78.4344,0.765
74.2235,0.808
71.1566,0.843
70.0541,0.857
71.4269,0.84
74.5614,0.804
77.5092,0.775
77.2913,0.776
79.261,0.757
80.4028,0.746
83.9654,0.715
82.8917,0.723
82.7972,0.725
79.5819,0.754
73.8946,0.812
70.0572,0.856
69.1493,0.868
70.4044,0.852
70.4199,0.852
72.5921,0.827
73.2686,0.819
77.0064,0.779
76.8268,0.781
73.8192,0.813
72.8496,0.823
71.8274,0.836
71.5219,0.839
71.3438,0.841
70.2636,0.854
71.6385,0.837
72.9593,0.822
73.9861,0.811
76.7248,0.782
75.9268,0.791
73.2832,0.818
72.7633,0.825
69.4106,0.864
68.5776,0.875
71.1928,0.843
69.9515,0.858
70.6418,0.849
70.8933,0.847
71.9282,0.834
73.8928,0.812
73.0817,0.821
72.135,0.832
70.63,0.849
70.8045,0.847
71.1363,0.844
71.5747,0.838
71.0238,0.845
73.3085,0.818
74.8587,0.802
80.101,0.749
79.8871,0.751
78.9194,0.76
77.9186,0.77
78.98,0.76
73.6841,0.814
76.0307,0.789
75.0564,0.8
76.9293,0.78
78.7251,0.762
78.6288,0.763
78.1677,0.768
76.432,0.785
74.9892,0.8
74.1712,0.809
74.8162,0.802
74.2971,0.807
73.5369,0.816
74.5045,0.805
74.9388,0.801
76.936,0.78
78.2019,0.767
79.6244,0.754
75.9932,0.789
74.3235,0.808
71.6788,0.837
71.9799,0.833
70.5053,0.851
69.7777,0.86
69.3806,0.865
71.2563,0.842
73.2674,0.819
74.7933,0.802
76.3485,0.786
75.4851,0.795
77.4655,0.774
78.6227,0.763
77.9724,0.77
78.995,0.759
76.1104,0.789
73.6693,0.814
72.2603,0.831
71.9587,0.833
72.9678,0.823
70.9064,0.846
74.0156,0.811
73.478,0.816
76.3224,0.786
75.6864,0.793
73.1243,0.82
72.7036,0.826
70.0344,0.856
71.6287,0.838
73.4128,0.817
76.8769,0.781
75.7356,0.792
73.9459,0.812
69.2972,0.865
69.9578,0.858
69.7957,0.86
69.8871,0.858
72.4911,0.828
76.453,0.785
77.6144,0.773
78.4948,0.764
76.0536,0.789
72.9925,0.822
70.934,0.846
71.7266,0.836
75.0164,0.8
77.1351,0.778
77.9421,0.77
77.5514,0.774
79.3526,0.756
81.4804,0.736
80.4411,0.746
81.0814,0.74
77.684,0.772
77.1319,0.778
75.2241,0.798
75.5346,0.794
76.946,0.78
78.3685,0.766
77.1348,0.777
76.9829,0.78
76.8697,0.78
77.3384,0.776
78.2026,0.767
78.9503,0.76
78.2656,0.767
77.5722,0.773
77.4009,0.776
77.8496,0.77
78.4422,0.765
78.0326,0.769
76.4643,0.785
75.9806,0.79
75.7714,0.791
76.2912,0.787
79.0561,0.759
79.8138,0.752
77.3693,0.775
75.1991,0.798
76.7905,0.781
76.0745,0.789
77.8622,0.771
76.7377,0.781
74.9901,0.801
78.9795,0.759
84.6913,0.709
88.3919,0.678
88.3497,0.68
86.5276,0.693
85.5829,0.701
82.5765,0.727
75.3918,0.796
73.8853,0.812
75.1795,0.798
75.3421,0.796
81.1885,0.739
80.612,0.744
79.8029,0.752
82.7508,0.725
79.2641,0.757
81.301,0.738
83.0263,0.723
82.9183,0.724
78.7718,0.761
78.2622,0.767
76.0876,0.788
74.6859,0.804
77.2799,0.776
75.4697,0.795
75.2203,0.798
75.5983,0.794
77.75,0.771
80.773,0.743
81.4202,0.737
81.1667,0.739
81.236,0.739
79.9937,0.75
77.562,0.773
79.8801,0.752
78.9263,0.76
77.1552,0.777
76.3709,0.786
75.9951,0.79
75.7082,0.792
76.3641,0.786
77.3134,0.776
77.1353,0.778
79.434,0.755
79.45,0.755
80.438,0.746
79.1035,0.759
77.316,0.776
76.315,0.786
78.4239,0.765
77.271,0.776
79.0899,0.759
76.1245,0.788
76.9036,0.781
76.7458,0.781
78.9713,0.76
78.8835,0.761
80.3907,0.746
78.4922,0.764
78.3239,0.767
76.1304,0.788
74.4612,0.805
74.7197,0.803
73.7936,0.813
74.9224,0.801
76.4494,0.785
80.4709,0.746
82.0783,0.731
83.4257,0.719
81.2951,0.738
78.0119,0.769
74.239,0.808
73.8194,0.813
73.6754,0.815
73.2829,0.818
70.8964,0.847
73.8056,0.813
73.8917,0.812
78.2448,0.766
80.545,0.745
81.5624,0.736
79.8549,0.751
75.899,0.791
73.5483,0.816
75.203,0.797
74.6863,0.804
75.0548,0.799
72.8638,0.824
74.1443,0.809
73.6109,0.815
76.1213,0.788
76.8926,0.781
78.6361,0.763
79.1667,0.757
85.5822,0.701
82.4652,0.728
79.5524,0.754
73.0699,0.821
68.5242,0.876
68.546,0.875
68.1726,0.88
68.9833,0.87
71.2535,0.842
72.0393,0.833
73.6826,0.814
75.6324,0.794
78.8304,0.761
80.202,0.748
79.2281,0.757
78.5115,0.765
77.5316,0.773
79.7581,0.753
85.0268,0.705
83.0321,0.723
83.136,0.722
82.2599,0.729
83.0625,0.722
82.8244,0.725
80.4741,0.745
79.2693,0.757
78.0833,0.769
79.0037,0.759
81.715,0.734
82.0377,0.732
79.9082,0.751
77.3326,0.776
76.8995,0.78
75.9938,0.789
76.3958,0.786
76.12,0.788
74.0459,0.81
73.2805,0.819
72.8437,0.824
75.0534,0.799
74.9637,0.801
73.1677,0.82
73.0073,0.821
75.6947,0.793
75.2519,0.797
75.2725,0.798
74.3496,0.807
74.3609,0.806
73.6748,0.815
73.9355,0.811
72.9194,0.823
73.2538,0.819
71.3992,0.841
71.5982,0.838
71.4769,0.839
74.879,0.801
75.855,0.791
76.7758,0.782
77.0709,0.778
76.6318,0.783
75.0619,0.8
75.5854,0.793
73.4698,0.817
73.8877,0.812
72.6481,0.826
72.9537,0.822
73.5664,0.816
76.2362,0.787
77.5057,0.774
80.9913,0.741
80.0741,0.749
80.0174,0.75
78.9347,0.76
77.5335,0.774
76.8618,0.781
75.2096,0.798
74.4579,0.805
74.5555,0.805
76.6011,0.783
77.2517,0.777
77.6921,0.772
79.0962,0.759
79.237,0.757
81.1359,0.74
84.2326,0.712
84.6668,0.709
85.0227,0.705
82.4415,0.728
76.2108,0.787
75.0771,0.8
73.2232,0.819
73.745,0.814
75.8995,0.79
75.8756,0.791
76.3357,0.786
78.3465,0.766
81.0477,0.74
85.0768,0.705
85.5451,0.702
83.678,0.717
81.1182,0.739
77.0244,0.779
74.6995,0.804
73.9,0.811
73.1544,0.821
72.4168,0.828
75.5767,0.794
77.4677,0.775
81.586,0.735
81.5133,0.736
84.0423,0.714
82.7193,0.725
81.3439,0.738
78.5118,0.764
77.3584,0.776
73.3209,0.818
72.5362,0.827
72.9522,0.823
76.6972,0.782
77.4177,0.775
78.8442,0.761
79.549,0.754
78.6276,0.763
78.021,0.769
79.3517,0.757
77.3052,0.776
73.4018,0.817
73.1822,0.82
71.7975,0.836
73.7736,0.813
75.5399,0.794
75.0559,0.8
77.3131,0.776
79.4429,0.755
79.0437,0.759
81.9193,0.732
81.8907,0.733
79.4717,0.755
79.3645,0.756
78.2571,0.767
79.1708,0.758
75.6115,0.793
73.0944,0.821
71.8298,0.835
74.5727,0.805
79.6518,0.753
82.9381,0.724
81.2171,0.738
81.5963,0.736
77.2046,0.777
71.6371,0.837
74.1369,0.81
74.4128,0.806
75.3656,0.796
73.5893,0.816
73.0897,0.82
73.1994,0.82
74.0736,0.81
78.5466,0.764
78.1819,0.767
82.9786,0.724
80.7479,0.743
79.6487,0.753
78.0962,0.768
78.9696,0.76
78.7402,0.762
80.3878,0.746
76.8769,0.781
75.8714,0.791
80.0873,0.749
86.529,0.693
89.6987,0.669
