heartrate,rrvalues
86.6726,0.692
86.8857,0.691
91.1522,0.658
92.7985,0.647
90.0597,0.666
87.4435,0.686
85.4239,0.703
84.9437,0.706
86.9401,0.69
87.7348,0.684
85.4012,0.703
84.6391,0.708
85.5874,0.701
88.3616,0.679
86.468,0.694
90.8362,0.661
88.9729,0.674
88.4007,0.679
91.0978,0.659
90.8671,0.66
89.957,0.667
92.3875,0.649
92.9602,0.646
89.8147,0.668
86.915,0.69
86.487,0.694
86.0915,0.697
87.0437,0.689
89.1497,0.673
88.4034,0.679
86.9893,0.69
87.396,0.686
88.6367,0.677
89.932,0.667
90.9962,0.66
94.9943,0.631
90.7975,0.661
87.8599,0.683
82.1393,0.73
86.0519,0.698
91.5685,0.655
90.54,0.663
86.9356,0.69
89.251,0.672
89.9877,0.667
88.6684,0.676
89.8283,0.668
88.0541,0.682
83.032,0.722
88.9875,0.675
87.8173,0.683
91.7722,0.654
90.9667,0.659
86.098,0.697
84.3299,0.712
84.1511,0.713
81.8809,0.732
85.571,0.702
82.8135,0.724
83.9466,0.715
86.9589,0.69
89.398,0.671
87.9217,0.682
91.1877,0.658
90.3279,0.665
89.8874,0.667
90.2283,0.665
90.1528,0.666
89.214,0.672
91.9505,0.653
92.3987,0.649
89.9154,0.667
86.9361,0.691
84.2718,0.712
84.2432,0.712
84.1299,0.713
84.7794,0.708
80.6517,0.744
83.8313,0.715
83.147,0.722
82.3011,0.729
84.8565,0.707
90.4144,0.664
89.9509,0.667
91.2601,0.657
90.9075,0.66
90.0696,0.666
88.2574,0.68
86.3065,0.695
82.1982,0.73
80.5624,0.745
81.3557,0.738
83.6928,0.716
86.1892,0.697
88.5977,0.677
89.8791,0.667
92.7912,0.647
96.4166,0.622
96.5555,0.622
99.4218,0.603
94.4598,0.635
89.8714,0.668
89.3686,0.671
87.6195,0.685
82.6033,0.727
81.4894,0.736
84.2276,0.712
87.9291,0.683
90.5332,0.662
92.3006,0.65
90.0308,0.667
86.2216,0.696
84.0206,0.714
82.3442,0.728
83.3296,0.72
81.2595,0.739
82.0476,0.731
81.964,0.732
86.5796,0.693
88.2624,0.68
91.8362,0.653
92.3836,0.65
93.6682,0.64
93.6147,0.641
98.8636,0.607
96.1831,0.624
91.4242,0.656
86.5784,0.693
84.8141,0.708
84.8845,0.706
81.4443,0.737
82.5264,0.727
83.9027,0.715
85.0995,0.705
87.5883,0.685
91.2191,0.658
92.1691,0.651
91.4761,0.656
91.5552,0.655
90.241,0.665
89.9681,0.667
88.4319,0.679
84.7056,0.708
84.1821,0.713
83.3649,0.719
85.9305,0.699
85.0904,0.705
92.6984,0.647
92.5415,0.648
91.0614,0.659
87.9618,0.682
86.1147,0.697
84.0233,0.714
84.8086,0.708
80.4592,0.746
81.7666,0.733
81.5407,0.736
82.945,0.724
82.3612,0.728
87.9371,0.682
89.4384,0.671
88.0322,0.682
88.6695,0.676
86.8437,0.691
90.719,0.662
87.261,0.687
84.9655,0.706
81.0372,0.741
80.7986,0.742
80.7459,0.744
83.3492,0.719
85.4515,0.703
86.5538,0.693
86.635,0.692
85.0636,0.706
85.6786,0.7
86.2198,0.696
86.1688,0.696
87.2592,0.688
89.0829,0.673
89.2275,0.673
92.9502,0.645
96.9616,0.619
96.5167,0.622
92.6833,0.647
93.5557,0.641
89.3568,0.672
90.6066,0.662
88.1709,0.681
86.0853,0.697
87.416,0.686
86.8998,0.69
91.4672,0.656
91.6048,0.655
91.3672,0.657
91.5721,0.655
90.3969,0.664
89.5514,0.67
89.918,0.667
86.3736,0.695
84.0842,0.713
83.5043,0.719
86.2323,0.696
87.435,0.686
90.598,0.662
90.1066,0.666
91.1408,0.658
87.6407,0.685
88.1266,0.681
85.1955,0.704
85.5042,0.702
84.0487,0.714
82.6739,0.726
83.6665,0.717
86.3211,0.695
89.8327,0.668
90.2666,0.664
90.192,0.666
