stethography,rrvalues
-0.6868,0.793
-0.956,0.77
0.0496,0.75
1.3067,0.754
1.1681,0.769
-0.4063,0.816
-1.486,0.847
-1.7216,0.883
-0.7721,0.865
0.4642,0.866
0.0707,0.822
-0.5305,0.797
0.0712,0.733
1.1605,0.73
1.7406,0.72
1.2542,0.736
-0.2035,0.761
-0.8919,0.822
-0.4521,0.876
0.8587,0.845
1.425,0.823
0.5844,0.804
-0.7364,0.809
-1.1063,0.8
-0.7378,0.797
0.5962,0.76
1.4263,0.754
0.8802,0.765
-0.4193,0.779
-1.41,0.83
-1.4196,0.842
-0.1468,0.86
0.9938,0.84
0.6346,0.828
-0.2426,0.786
-0.4452,0.76
-0.1991,0.729
-0.3215,0.715
-0.1664,0.733
1.3233,0.76
2.1629,0.778
1.7657,0.803
-0.0211,0.823
-1.0053,0.813
0.0179,0.782
1.3238,0.761
1.6002,0.742
0.4833,0.754
-1.1884,0.75
-1.3584,0.743
0.2088,0.734
1.2849,0.744
1.3055,0.735
0.1393,0.751
-1.2217,0.764
-1.5888,0.762
0.2111,0.774
1.3418,0.752
0.8526,0.777
-0.9404,0.78
-1.6732,0.781
-0.6235,0.793
1.1098,0.766
1.3301,0.76
-0.1525,0.759
-1.3749,0.784
-1.1089,0.772
0.5301,0.759
1.2715,0.764
0.1892,0.78
-0.9431,0.789
-1.0965,0.814
0.3106,0.799
1.1562,0.784
0.661,0.785
-0.806,0.779
-1.2455,0.752
-0.3399,0.765
0.9749,0.771
1.1223,0.779
-0.211,0.793
-1.1636,0.818
-0.517,0.834
0.89,0.835
0.3785,0.829
-0.7392,0.853
-1.1639,0.855
-0.7798,0.831
0.4733,0.78
1.3825,0.747
1.4931,0.729
0.3753,0.735
-0.9142,0.772
-1.2646,0.852
0.1745,0.858
1.1004,0.848
1.1282,0.837
-0.0146,0.839
-0.8217,0.822
-0.5072,0.784
0.699,0.761
1.4546,0.751
1.2114,0.742
0.1379,0.739
-1.1434,0.705
-1.3695,0.671
-0.9055,0.643
-0.8793,0.666
-0.0673,0.671
1.2563,0.701
1.9281,0.694
1.6228,0.72
0.3961,0.766
-0.8848,0.763
-1.0207,0.771
0.5678,0.758
1.5855,0.752
1.5294,0.746
0.2371,0.732
-1.2256,0.729
-1.4537,0.747
0.0448,0.742
1.3652,0.745
1.5663,0.713
0.6162,0.744
-1.1173,0.764
-1.4438,0.766
-0.6339,0.764
1.007,0.752
1.5954,0.751
1.2702,0.751
-0.1593,0.771
-1.5063,0.78
-0.9742,0.769
0.7372,0.764
1.4252,0.772
0.6173,0.772
-1.1612,0.795
-1.5588,0.807
-1.1061,0.839
0.0671,0.842
0.9839,0.828
-0.2929,0.867
-1.0756,0.867
-1.1262,0.862
-0.3166,0.814
1.0207,0.791
1.7244,0.765
1.649,0.747
0.7431,0.778
-0.273,0.829
-0.5117,0.876
0.3088,0.861
1.2281,0.85
1.3988,0.836
0.662,0.841
-0.4529,0.81
-0.9077,0.766
-0.5441,0.731
-0.6857,0.696
-0.6091,0.689
0.537,0.687
1.6796,0.687
1.8816,0.692
1.1517,0.738
-0.5314,0.767
-1.1027,0.78
0.3181,0.775
1.4893,0.769
1.6031,0.768
0.5262,0.788
-1.0228,0.759
-1.4532,0.768
-0.4236,0.755
1.0021,0.751
1.5925,0.726
1.2335,0.733
-0.0635,0.746
-1.2733,0.757
-1.0915,0.76
0.5138,0.764
1.4399,0.747
1.0217,0.758
-0.6195,0.752
-1.4948,0.764
-1.316,0.753
0.1071,0.733
1.2997,0.737
0.9627,0.714
-0.2496,0.721
-0.8567,0.75
-1.0129,0.765
-0.9225,0.805
0.2634,0.782
1.0593,0.78
0.2588,0.802
-0.4866,0.817
-0.7986,0.832
-1.0403,0.838
-0.5638,0.833
0.4434,0.841
0.182,0.836
-0.3083,0.869
-0.639,0.868
-0.1832,0.86
0.6497,0.889
0.322,0.896
-0.3373,0.874
0.3872,0.825
1.7494,0.777
2.558,0.733
2.2971,0.75
1.0319,0.818
-0.7706,0.888
-1.1307,0.829
-1.0998,0.785
-0.3126,0.809
1.3261,0.78
1.6163,0.777
0.6075,0.795
-1.0703,0.797
-1.4668,0.793
0.4466,0.769
1.5879,0.741
1.522,0.737
0.364,0.746
-1.2649,0.744
-1.9793,0.742
-0.8481,0.751
1.0725,0.755
1.6542,0.743
1.1023,0.75
-0.6169,0.772
-1.7781,0.775
-0.8247,0.773
0.9981,0.763
1.6326,0.739
1.085,0.722
-0.5294,0.734
-1.5973,0.756
-1.5732,0.765
-0.0358,0.764
1.3555,0.758
1.6492,0.752
0.8998,0.772
-0.9717,0.782
-1.7922,0.782
-1.5272,0.775
-0.4601,0.768
1.277,0.737
1.8543,0.727
1.5657,0.729
0.2847,0.736
-1.3297,0.729
-1.6152,0.76
-1.2559,0.776
-0.0777,0.761
1.4854,0.767
1.8807,0.743
1.3634,0.732
-0.3741,0.744
-1.5639,0.752
-1.4264,0.743
0.2497,0.727
1.5493,0.747
1.3256,0.728
-0.1517,0.739
-1.2007,0.752
-0.9906,0.72
0.6141,0.733
1.5601,0.733
1.1237,0.739
-0.4413,0.745
-1.2787,0.754
-1.278,0.77
-0.4941,0.79
1.1243,0.776
1.7695,0.771
1.1445,0.78
-0.4889,0.782
-1.3532,0.773
-0.7343,0.771
0.9945,0.761
1.4914,0.751
0.4906,0.764
-0.6527,0.767
-1.1143,0.775
-0.5774,0.776
0.6145,0.78
1.204,0.796
0.16,0.819
-0.5568,0.849
-0.3081,0.848
0.5039,0.827
0.6171,0.851
-0.1788,0.836
-0.3243,0.821
-0.2698,0.81
0.5056,0.814
-0.0712,0.835
-1.1297,0.852
-0.8322,0.858
-0.3477,0.857
1.1576,0.845
0.9089,0.814
0.0041,0.74
0.111,0.682
-0.0948,0.644
0.475,0.729
2.0669,0.809
2.7726,0.83
2.0933,0.86
-0.2381,0.913
-1.2563,0.901
0.683,0.867
1.9368,0.813
1.5175,0.78
0.2709,0.792
-1.0258,0.773
-1.3782,0.771
-0.2843,0.77
1.1998,0.736
1.644,0.736
1.0745,0.745
-0.3669,0.752
-1.4838,0.762
-1.63,0.785
-0.5015,0.778
1.1787,0.774
1.6613,0.744
1.1426,0.747
-0.5727,0.751
-1.6973,0.749
-1.0182,0.747
0.8615,0.735
1.7128,0.731
1.3508,0.729
-0.0938,0.729
-1.3451,0.723
-1.4917,0.734
-0.5677,0.704
1.0694,0.716
1.7895,0.701
1.3346,0.692
-0.2577,0.705
-1.4489,0.704
-1.3411,0.712
0.3713,0.707
1.4756,0.697
1.4135,0.685
0.3308,0.703
-1.1694,0.714
-1.4689,0.701
-0.0837,0.7
1.293,0.691
1.417,0.678
0.66,0.68
-0.6025,0.682
-1.3679,0.696
-0.5227,0.717
1.0457,0.72
1.4459,0.707
0.6148,0.729
-0.834,0.724
-1.394,0.723
-1.0044,0.725
0.6499,0.706
1.5229,0.717
1.2259,0.704
-0.1439,0.73
-1.3245,0.727
-0.8629,0.731
0.8313,0.732
1.4401,0.717
0.7491,0.729
-0.696,0.712
-1.1539,0.725
0.1563,0.722
1.1981,0.716
1.3197,0.703
0.741,0.748
-0.2091,0.768
-0.4338,0.75
-0.461,0.702
0.0206,0.664
-0.3376,0.652
-0.2878,0.665
1.1372,0.674
2.0276,0.679
1.7857,0.69
0.294,0.703
-1.0562,0.73
-0.9293,0.753
0.7758,0.704
1.6866,0.703
1.422,0.695
-0.0729,0.696
-1.2735,0.701
-1.1683,0.721
0.6008,0.727
1.5435,0.738
1.1206,0.749
-0.4711,0.769
-1.3251,0.766
-0.1415,0.754
1.1135,0.753
1.2512,0.739
0.553,0.719
-0.7765,0.713
-1.3659,0.719
-0.8015,0.743
0.7854,0.744
1.4503,0.751
0.7779,0.785
-0.7367,0.78
-1.2171,0.764
0.039,0.758
1.0647,0.74
1.0274,0.73
0.1483,0.72
-1.1942,0.731
-1.4922,0.726
-0.8514,0.738
0.5665,0.745
1.3023,0.749
0.9434,0.739
-0.5773,0.746
-1.2075,0.744
-0.625,0.754
0.8553,0.737
1.4804,0.719
1.1515,0.721
-0.4578,0.735
-1.224,0.762
-0.5791,0.741
0.7566,0.758
1.3247,0.721
0.9478,0.743
-0.4261,0.738
-1.1429,0.741
-0.1912,0.735
1.0253,0.715
1.3124,0.719
0.7601,0.718
-0.4953,0.724
-0.9644,0.741
0.0554,0.749
0.9731,0.756
1.079,0.76
0.0926,0.783
-0.9515,0.78
-1.0089,0.769
0.0493,0.76
1.0563,0.735
1.2588,0.724
0.9878,0.711
-0.0836,0.729
-1.0202,0.766
-0.9841,0.763
0.0699,0.765
1.0228,0.775
1.1239,0.78
0.1219,0.79
-0.8587,0.777
-1.0584,0.766
-0.5625,0.741
0.6508,0.723
1.2285,0.703
1.2037,0.686
0.6788,0.716
-0.7902,0.752
-1.1853,0.759
-0.2407,0.76
0.8848,0.761
1.1952,0.756
0.9962,0.754
-0.2207,0.758
-1.3287,0.741
-1.2546,0.723
-0.9346,0.677
-0.5522,0.645
0.0097,0.641
1.1656,0.67
1.5919,0.693
1.2496,0.746
-0.3767,0.781
-1.2115,0.817
-0.8842,0.832
0.7172,0.805
1.5646,0.758
1.3435,0.734
0.6119,0.741
-0.8366,0.715
-1.3172,0.72
-0.7828,0.741
0.6862,0.747
1.4216,0.744
1.276,0.758
0.0495,0.785
-1.1754,0.789
-0.7028,0.758
0.632,0.751
1.1577,0.708
0.6576,0.717
-0.7995,0.712
-1.4255,0.721
-1.0115,0.719
0.3263,0.712
1.1889,0.696
1.3437,0.701
0.2749,0.718
-1.1577,0.739
-1.6443,0.765
-0.8991,0.735
0.6589,0.75
1.4014,0.738
0.8969,0.744
-0.6024,0.746
-1.2369,0.751
-0.5705,0.742
0.694,0.732
0.929,0.743
0.1284,0.76
-0.5947,0.753
-0.8806,0.756
-0.1049,0.742
0.8889,0.741
1.2991,0.756
0.4952,0.787
-0.9156,0.81
-0.6685,0.813
0.5488,0.786
1.082,0.765
0.2289,0.758
-0.3883,0.708
-0.1247,0.673
-0.5529,0.647
-0.8295,0.67
0.159,0.707
1.1945,0.733
1.4978,0.76
0.8875,0.783
-0.4876,0.789
-0.9301,0.811
0.4966,0.788
1.407,0.771
1.2572,0.728
0.2472,0.723
-1.1144,0.689
-1.3993,0.714
-0.1249,0.709
1.0902,0.721
1.2776,0.728
0.547,0.759
-0.891,0.791
-1.4596,0.785
-0.2028,0.768
1.1353,0.736
1.2641,0.7
0.3165,0.721
-1.096,0.711
-1.4271,0.717
-0.108,0.707
1.0054,0.713
1.3275,0.724
0.778,0.784
-0.7533,0.796
-1.2843,0.793
-0.1444,0.792
1.1399,0.764
1.1544,0.758
-0.138,0.748
-1.1712,0.737
-1.1469,0.728
-0.0873,0.707
1.0897,0.683
1.3458,0.69
0.6233,0.712
-0.7237,0.759
-1.1947,0.844
0.0832,0.831
1.188,0.845
0.7252,0.821
-0.6563,0.81
-1.1474,0.806
-0.1223,0.777
1.1177,0.765
0.8383,0.754
-0.396,0.755
-0.9911,0.762
-1.0935,0.806
-0.1867,0.827
0.9466,0.843
0.7555,0.847
-0.5688,0.837
-0.64,0.814
0.6819,0.788
1.4383,0.756
1.3884,0.759
0.0519,0.763
-1.1846,0.733
-0.9572,0.691
-0.8119,0.68
-0.7313,0.675
0.5327,0.672
1.5401,0.704
1.681,0.698
1.1025,0.755
-0.5813,0.773
-1.3641,0.784
-0.1508,0.775
1.1735,0.744
1.427,0.735
0.9567,0.735
-0.3746,0.739
-1.3317,0.711
-0.95,0.722
0.5722,0.7
1.317,0.715
1.208,0.719
0.1888,0.744
-1.242,0.751
-1.3819,0.752
0.1772,0.751
1.2222,0.738
1.1927,0.745
-0.0689,0.753
-1.386,0.745
-1.3068,0.732
0.2895,0.73
1.3345,0.723
1.2788,0.717
0.1448,0.726
-1.0286,0.734
-1.1768,0.746
-0.5826,0.76
0.8897,0.766
1.5223,0.75
1.2622,0.748
-0.1622,0.749
-1.2948,0.738
-0.9489,0.735
0.5004,0.745
1.1644,0.736
1.0405,0.741
-0.4018,0.739
-1.3355,0.74
-0.6889,0.74
0.8691,0.761
1.2913,0.762
0.0705,0.791
-0.8662,0.801
-0.9979,0.8
-0.5569,0.787
0.7028,0.772
0.8243,0.76
-0.2132,0.743
-0.956,0.752
-0.8788,0.754
0.442,0.757
1.2134,0.765
0.8148,0.795
-0.6669,0.799
-0.92,0.79
-0.7534,0.745
-0.4354,0.709
0.078,0.706
1.5516,0.692
2.1089,0.69
1.5636,0.697
-0.1786,0.714
-1.2101,0.715
0.081,0.716
1.4306,0.718
1.7666,0.704
0.6967,0.72
-1.2099,0.738
-1.7234,0.749
-0.2186,0.743
1.2405,0.748
1.5735,0.729
0.3076,0.744
-1.5043,0.761
-1.7208,0.764
-0.0261,0.764
1.2628,0.758
1.0593,0.757
-0.5481,0.765
-1.4398,0.756
-0.7415,0.757
0.8539,0.759
1.1265,0.781
-0.3453,0.815
-1.1364,0.865
-1.2365,0.879
-0.3671,0.856
0.7442,0.86
0.2793,0.857
-0.4949,0.847
-0.5635,0.82
0.4749,0.774
1.4954,0.752
1.5281,0.748
0.2163,0.759
-0.7561,0.788
-0.6032,0.823
0.8339,0.816
2.0351,0.787
2.0242,0.772
0.9289,0.781
-0.7672,0.776
-1.2711,0.772
-0.3434,0.753
1.1214,0.742
1.5657,0.733
1.1332,0.71
0.0378,0.726
-1.2641,0.694
-1.0182,0.682
-0.5027,0.653
-0.6404,0.671
0.1513,0.671
1.3276,0.694
1.7405,0.708
1.0573,0.728
-0.4674,0.766
-1.2187,0.774
-0.6837,0.772
1.0713,0.752
1.8232,0.738
1.2561,0.726
-0.3875,0.725
-1.5275,0.719
-1.1616,0.732
0.7469,0.723
1.6315,0.72
1.3589,0.724
-0.4748,0.745
-1.8165,0.721
-1.3044,0.718
0.7648,0.713
1.6398,0.677
1.315,0.687
-0.436,0.709
-1.7997,0.692
-1.0945,0.704
0.8391,0.707
1.4748,0.7
0.6605,0.717
-1.3396,0.739
