respiratoryrate,rrvalues
15.6118,0.733
15.6118,0.74
15.6118,0.735
15.6118,0.745
13.8893,0.74
13.8291,0.762
13.8291,0.747
13.8291,0.746
13.8291,0.73
17.0131,0.728
39.5843,0.742
39.4501,0.688
16.5037,0.67
16.5037,0.664
16.5037,0.651
16.5037,0.618
16.5037,0.665
15.2668,0.721
14.0056,0.761
14.0056,0.785
14.0056,0.797
14.0056,0.79
14.0056,0.765
13.6477,0.752
13.6333,0.748
13.6333,0.738
13.6333,0.724
13.6333,0.717
13.6333,0.722
13.3752,0.725
13.3644,0.743
13.3644,0.767
13.3644,0.789
13.3644,0.784
13.3071,0.795
12.8284,0.78
12.8284,0.77
12.8284,0.763
12.8284,0.759
12.8284,0.745
12.8284,0.747
12.1357,0.739
12.1085,0.758
12.1085,0.753
12.1085,0.774
12.1085,0.803
12.1085,0.778
13.3018,0.768
14.4646,0.763
14.4646,0.752
14.4646,0.743
14.4646,0.736
14.4646,0.734
13.671,0.739
13.6362,0.752
13.6362,0.771
13.6362,0.796
13.6362,0.777
13.6827,0.774
13.8382,0.772
13.8382,0.771
13.8382,0.758
13.8382,0.746
13.8382,0.734
13.8137,0.721
13.7869,0.72
13.7869,0.718
13.7869,0.732
13.7869,0.73
13.7869,0.727
15.0918,0.734
16.4926,0.728
16.4926,0.722
16.4926,0.727
16.4926,0.734
16.8883,0.735
17.2961,0.731
17.2961,0.726
17.2961,0.731
17.2961,0.723
13.4396,0.742
12.0553,0.757
12.0553,0.778
12.0553,0.785
12.0553,0.774
12.0553,0.753
12.3449,0.755
13.3342,0.775
13.3342,0.782
13.3342,0.789
13.3342,0.786
13.3342,0.815
13.6453,0.793
13.9344,0.819
13.9344,0.798
13.9344,0.777
13.9344,0.745
13.9344,0.725
12.757,0.709
12.7032,0.704
12.7032,0.707
12.7032,0.73
12.7032,0.754
12.7032,0.775
13.3113,0.776
13.8799,0.797
13.8799,0.804
13.8799,0.786
13.8799,0.759
13.8799,0.756
12.0722,0.718
12.0204,0.717
12.0204,0.706
12.0204,0.705
12.0204,0.718
12.0204,0.712
12.0204,0.73
12.7666,0.742
12.7727,0.773
12.7727,0.801
12.7727,0.795
12.7727,0.791
12.7727,0.781
11.2199,0.76
11.1779,0.764
11.1779,0.765
11.1779,0.785
11.1779,0.777
11.1779,0.766
11.1779,0.742
10.0324,0.722
9.9845,0.714
9.9845,0.726
9.9845,0.769
9.9845,0.743
9.9845,0.78
9.9845,0.798
10.0141,0.795
12.5953,0.793
12.5953,0.813
12.5953,0.808
12.5953,0.798
12.5953,0.769
12.5953,0.744
12.7934,0.73
12.8019,0.726
12.8019,0.717
12.8019,0.709
12.8019,0.717
12.8019,0.728
13.6226,0.722
14.5867,0.736
14.5867,0.753
14.5867,0.758
14.5867,0.759
14.5867,0.747
13.7618,0.742
13.7295,0.724
13.7295,0.727
13.7295,0.723
13.7295,0.724
13.7295,0.73
13.5242,0.739
13.5161,0.752
13.5161,0.755
13.5161,0.744
13.5161,0.74
13.5161,0.71
13.0148,0.712
12.9951,0.718
12.9951,0.715
12.9951,0.705
12.9951,0.714
12.9951,0.701
13.4185,0.711
13.9018,0.705
13.9018,0.714
13.9018,0.723
13.9018,0.737
13.9018,0.739
13.3415,0.736
12.7873,0.745
12.7873,0.74
12.7873,0.751
12.7873,0.745
12.7873,0.74
13.0944,0.741
14.4247,0.733
14.4247,0.728
14.4247,0.726
14.4247,0.727
14.4247,0.734
14.3991,0.725
14.3721,0.738
14.3721,0.756
14.3721,0.773
14.3721,0.764
14.3721,0.764
11.3406,0.767
11.23,0.776
11.23,0.783
11.23,0.781
11.23,0.767
11.23,0.749
11.23,0.718
11.9744,0.717
12.0058,0.743
12.0058,0.761
12.0058,0.805
12.0058,0.815
12.0058,0.812
12.2686,0.804
12.496,0.786
12.496,0.781
12.496,0.751
12.496,0.711
12.496,0.671
12.496,0.643
14.5808,0.637
14.6766,0.64
14.6766,0.673
14.6766,0.699
14.6766,0.728
14.6766,0.712
12.0999,0.735
12.0017,0.763
12.0017,0.763
12.0017,0.77
12.0017,0.747
12.0017,0.741
12.4405,0.708
13.5475,0.696
13.5475,0.685
13.5475,0.702
13.5475,0.715
13.5475,0.71
13.5475,0.716
13.5463,0.726
13.5463,0.738
13.5463,0.738
13.5463,0.738
13.5463,0.74
13.5463,0.734
10.5632,0.705
10.4805,0.72
10.4805,0.716
10.4805,0.684
10.4805,0.702
10.4805,0.717
10.4805,0.736
10.4805,0.74
16.8594,0.748
17.0708,0.755
17.0708,0.748
17.0708,0.711
18.1367,0.702
23.0571,0.7
23.0571,0.698
23.0571,0.701
19.4339,0.707
15.271,0.724
15.271,0.729
15.271,0.733
15.271,0.725
15.2598,0.694
13.7106,0.678
13.7106,0.657
13.7106,0.674
13.7106,0.659
13.7106,0.666
13.7106,0.662
12.4598,0.652
10.7666,0.692
10.7666,0.696
10.7666,0.71
10.7666,0.665
10.7666,0.624
10.7666,0.626
10.7666,0.628
10.7666,0.637
13.1911,0.609
13.2649,0.622
13.2649,0.658
13.2649,0.658
13.2649,0.657
13.2649,0.658
13.2649,0.654
12.8906,0.64
12.8754,0.64
12.8754,0.677
12.8754,0.698
12.8754,0.708
12.8754,0.712
13.0348,0.693
14.2226,0.699
14.2226,0.716
14.2226,0.705
14.2226,0.714
14.2226,0.693
13.7434,0.681
9.6906,0.673
9.6906,0.665
9.6906,0.644
9.6906,0.635
9.6906,0.604
9.6906,0.619
9.6906,0.639
9.6906,0.64
9.6906,0.655
12.0947,0.636
14.9631,0.664
14.9631,0.672
14.9631,0.691
14.9631,0.661
14.9631,0.67
13.9415,0.652
12.6662,0.651
12.6662,0.68
12.6662,0.69
12.6662,0.692
12.6662,0.692
12.6662,0.674
13.3439,0.653
14.2189,0.668
14.2189,0.651
14.2189,0.675
14.2189,0.684
14.2189,0.675
14.0298,0.665
12.7218,0.664
12.7218,0.662
12.7218,0.688
12.7218,0.703
12.7218,0.686
12.7218,0.667
12.3444,0.639
9.5483,0.62
9.5483,0.614
9.5483,0.61
9.5483,0.612
9.5483,0.615
9.5483,0.593
9.5483,0.63
9.5483,0.667
9.5483,0.692
10.4559,0.688
14.208,0.688
14.208,0.699
14.208,0.696
14.208,0.685
14.208,0.66
14.208,0.635
12.6966,0.616
12.63,0.619
12.63,0.621
12.63,0.64
12.63,0.636
12.63,0.647
12.63,0.656
12.7697,0.635
12.9328,0.647
12.9328,0.665
12.9328,0.677
12.9328,0.687
12.9328,0.66
12.9328,0.656
13.0022,0.639
13.0885,0.642
13.0885,0.656
13.0885,0.658
13.0885,0.67
13.0885,0.664
13.0885,0.656
13.6822,0.651
14.3898,0.642
14.3898,0.647
14.3898,0.643
14.3898,0.644
14.3898,0.649
14.3898,0.633
9.676,0.628
9.5686,0.635
9.5686,0.686
9.5686,0.69
9.5686,0.658
9.5686,0.62
9.5686,0.606
9.5686,0.611
9.5686,0.625
10.3254,0.604
15.4293,0.623
15.4293,0.628
15.4293,0.643
15.4293,0.674
15.4293,0.673
15.2199,0.651
13.767,0.647
13.767,0.661
13.767,0.654
13.767,0.657
13.767,0.67
13.767,0.64
14.3117,0.645
14.95,0.647
14.95,0.67
14.95,0.675
14.95,0.687
14.95,0.681
14.2806,0.694
13.5756,0.665
13.5756,0.687
13.5756,0.688
13.5756,0.688
13.5756,0.671
13.5756,0.653
12.4292,0.645
12.3733,0.664
12.3733,0.679
12.3733,0.676
12.3733,1.387
12.3733,0.648
9.4535,0.63
8.2856,0.655
8.2856,0.662
8.2856,0.675
8.2856,0.651
8.2856,0.629
8.2856,0.614
8.2856,0.628
8.2856,0.63
8.2856,0.642
8.2856,0.65
10.5203,0.666
13.0713,0.686
13.0713,0.701
13.0713,0.719
13.0713,0.715
13.0713,0.731
13.0713,0.707
13.2341,0.7
13.2391,0.697
13.2391,0.706
13.2391,0.685
13.2391,0.694
13.2391,0.719
13.5038,0.701
13.7708,0.73
13.7708,0.733
13.7708,0.736
13.7708,0.726
13.7708,0.712
13.822,0.699
13.8799,0.699
13.8799,0.689
13.8799,0.698
13.8799,0.681
13.8799,0.696
14.3859,0.707
15.9242,0.702
15.9242,0.709
15.9242,0.718
15.9242,0.721
15.9242,0.724
10.7008,0.704
10.5637,0.718
10.5637,0.713
10.5637,0.656
10.5637,0.633
10.5637,0.619
10.5637,0.631
10.5637,0.671
11.8639,0.664
13.3396,0.711
13.3396,0.756
13.3396,0.781
13.3396,0.796
13.3396,0.762
13.6798,0.744
14.0369,0.723
14.0369,0.724
14.0369,0.71
14.0369,0.7
14.0369,0.684
14.1305,0.671
14.2457,0.649
14.2457,0.686
14.2457,0.706
14.2457,0.753
14.2457,0.751
13.6041,0.755
13.0004,0.739
13.0004,0.737
13.0004,0.745
13.0004,0.712
13.0004,0.693
13.0265,0.683
13.2172,0.689
13.2172,0.735
13.2172,0.738
13.2172,0.754
13.2172,0.759
13.2172,0.766
12.8541,0.732
12.8459,0.734
12.8459,0.73
12.8459,0.719
12.8459,0.713
12.8459,0.701
12.5191,0.686
12.1624,0.69
12.1624,0.691
12.1624,0.716
12.1624,0.703
12.1624,0.712
12.1624,0.705
13.1698,0.709
14.3875,0.721
14.3875,0.711
14.3875,0.695
14.3875,0.684
14.3875,0.675
14.2779,0.637
14.1326,0.642
14.1326,0.651
14.1326,0.675
14.1326,0.699
14.1326,0.699
13.8995,0.695
12.3117,0.696
12.3117,0.714
12.3117,0.717
12.3117,0.685
12.3117,0.691
12.3117,0.682
12.064,0.688
10.397,0.669
10.397,0.688
10.397,0.7
10.397,0.682
10.397,0.661
10.397,0.624
10.397,0.65
10.397,0.642
11.8871,0.648
13.821,0.646
13.821,0.662
13.821,0.678
13.821,0.685
13.821,0.686
13.821,0.677
14.563,0.661
14.5922,0.68
14.5922,0.696
14.5922,0.699
14.5922,0.692
14.5922,0.691
13.6685,0.658
13.6425,0.647
13.6425,0.666
13.6425,0.686
13.6425,0.703
13.6425,0.706
13.6192,0.69
13.5953,0.684
13.5953,0.703
13.5953,0.708
13.5953,0.701
13.5953,0.679
13.6288,0.694
13.8374,0.661
13.8374,0.674
13.8374,0.679
13.8374,0.659
13.8374,0.66
13.8374,0.667
13.4875,0.649
13.2808,0.646
13.2808,0.668
13.2808,0.69
13.2808,0.694
13.2808,0.697
13.2808,0.689
13.0012,0.673
12.9904,0.679
12.9904,0.69
12.9904,0.686
12.9904,0.677
12.9904,0.667
12.4819,0.66
9.177,0.631
9.177,0.661
9.177,0.683
9.177,0.73
9.177,0.698
9.177,0.655
9.177,0.663
9.177,0.69
9.177,0.672
11.1528,0.667
13.5697,0.676
13.5697,0.668
13.5697,0.682
13.5697,0.722
13.5697,0.675
13.5697,0.683
13.3425,0.654
13.3368,0.659
13.3368,0.697
13.3368,0.712
13.3368,0.713
13.3368,0.732
14.4443,0.702
15.533,0.724
15.533,0.715
15.533,0.69
15.533,0.671
15.533,0.682
14.2944,0.658
14.2434,0.665
14.2434,0.667
14.2434,0.665
14.2434,0.666
14.2434,0.672
13.75,0.653
13.4518,0.649
13.4518,0.667
13.4518,0.691
13.4518,0.712
13.4518,0.712
13.5354,0.713
14.1071,0.708
14.1071,0.744
14.1071,0.715
14.1071,0.722
14.1071,0.729
14.1599,0.707
14.3361,0.664
14.3361,0.667
14.3361,0.657
14.3361,0.66
14.3361,0.666
14.3361,0.68
14.2802,0.695
14.2777,0.73
14.2777,0.745
14.2777,0.738
14.2777,0.716
13.8211,0.697
10.7412,0.677
10.7412,0.667
10.7412,0.647
10.7412,0.622
10.7412,0.622
10.7412,0.603
10.7412,0.635
10.7412,0.668
12.3752,0.671
14.211,0.685
14.211,0.727
14.211,0.736
14.211,0.712
14.211,0.683
14.9564,0.662
15.8613,0.65
15.8613,0.667
15.8613,0.696
15.8613,0.714
15.8613,0.728
14.0535,0.72
13.9776,0.739
13.9776,0.731
13.9776,0.732
13.9776,0.693
13.9776,0.68
10.3934,0.653
10.2448,0.65
10.2448,0.64
10.2448,0.641
10.2448,0.607
10.2448,0.624
10.2448,0.656
10.2448,0.693
10.2448,0.708
14.3238,0.706
14.3883,0.737
14.3883,0.727
14.3883,0.715
14.3883,0.705
14.4887,0.685
15.1202,0.658
15.1202,0.651
15.1202,0.656
15.1202,0.655
15.1202,0.665
15.1236,0.667
15.15,0.679
15.15,0.708
15.15,0.713
15.15,0.719
15.15,0.699
14.4183,0.705
13.6329,0.647
13.6329,0.648
13.6329,0.659
13.6329,0.682
13.6329,0.697
13.6329,0.714
14.9727,0.708
14.9997,0.746
14.9997,0.733
14.9997,0.736
14.9997,0.724
14.7904,0.728
14.5775,0.682
14.5775,0.671
14.5775,0.682
14.5775,0.676
14.5775,0.691
13.7771,0.662
12.8627,0.687
12.8627,0.706
12.8627,0.741
12.8627,0.742
12.8627,0.744
12.8627,0.719
13.1929,0.703
13.2011,0.693
13.2011,0.692
13.2011,0.706
13.2011,0.7
13.2011,0.696
11.8015,0.696
10.1947,0.688
10.1947,0.673
10.1947,0.673
10.1947,0.645
10.1947,0.619
10.1947,0.622
10.1947,0.647
10.1947,0.641
12.9325,0.672
15.9623,0.662
15.9623,0.681
15.9623,0.697
15.9623,0.686
15.9623,0.69
14.5946,0.656
14.5427,0.655
14.5427,0.657
14.5427,0.655
14.5427,0.664
14.5427,0.67
14.847,0.667
14.9709,0.695
14.9709,0.713
14.9709,0.719
14.9709,0.696
14.9709,0.686
16.1729,0.662
16.2181,0.666
16.2181,0.658
16.2181,0.685
16.2181,0.681
15.1954,0.704
14.0496,0.702
14.0496,0.714
14.0496,0.726
14.0496,0.717
14.0496,0.695
14.4676,0.668
15.0363,0.664
15.0363,0.666
