stethography,rrvalues
0.1909,0.819
-0.8802,0.798
-0.9693,0.777
0.2946,0.745
1.2448,0.725
1.4862,0.709
0.7527,0.704
-0.6115,0.707
-1.177,0.73
-0.3958,0.754
1.0269,0.775
1.5269,0.776
0.6504,0.797
-0.8451,0.804
-1.3553,0.786
-0.2486,0.759
1.0593,0.756
1.2488,0.718
0.5368,0.717
-0.6523,0.706
-1.1577,0.705
-0.9565,0.718
0.3904,0.712
1.3621,0.73
1.2911,0.742
0.648,0.773
-0.6487,0.801
-1.3093,0.795
-0.2869,0.791
1.0549,0.781
0.9969,0.76
0.176,0.764
-0.3869,0.765
-0.7792,0.785
-0.3634,0.777
0.8311,0.766
1.4674,0.742
1.5658,0.722
0.2717,0.714
-0.7802,0.726
-0.9123,0.769
-0.521,0.743
-0.5353,0.78
0.6133,0.798
1.7871,0.795
1.6023,0.793
0.4624,0.813
-1.0164,0.808
-1.033,0.798
0.3604,0.769
1.5585,0.744
1.5637,0.73
0.9291,0.726
-0.5659,0.717
-1.4162,0.709
-0.7845,0.717
0.8367,0.728
1.5293,0.722
0.937,0.736
-0.678,0.753
-1.4772,0.758
-0.3201,0.759
1.1523,0.747
1.519,0.742
0.6917,0.724
-0.8938,0.727
-1.4334,0.723
-0.057,0.724
1.1934,0.73
1.3277,0.739
0.4212,0.752
-0.961,0.755
-1.3703,0.744
-0.1318,0.74
1.1732,0.71
1.3498,0.712
0.6141,0.718
-0.7239,0.715
-1.3482,0.705
-0.7103,0.714
0.8729,0.701
1.5598,0.711
1.1883,0.705
-0.2203,0.714
-1.365,0.723
-1.108,0.737
0.6334,0.739
1.4587,0.736
0.6381,0.745
-0.5526,0.74
-1.1358,0.751
-1.0287,0.745
0.1619,0.74
1.09,0.741
1.0874,0.733
-0.1434,0.728
-0.7682,0.726
-0.4157,0.727
1.0384,0.734
1.6641,0.725
1.1914,0.738
-0.024,0.756
-1.1914,0.773
-0.5197,0.764
1.0404,0.764
1.1768,0.767
0.0025,0.776
-0.5114,0.783
-0.7469,0.781
-0.3544,0.767
0.7163,0.749
1.3626,0.718
1.325,0.717
0.6796,0.743
-0.4868,0.761
-0.9097,0.805
-0.2042,0.815
1.1215,0.812
1.7928,0.804
1.5232,0.786
0.2635,0.781
-1.1401,0.751
-0.9002,0.711
0.2431,0.671
1.4988,0.643
1.573,0.637
0.4237,0.64
-1.0623,0.673
-1.5396,0.699
-0.3693,0.728
1.2607,0.712
1.57,0.735
0.6401,0.763
-0.9327,0.763
-1.7107,0.77
-0.8715,0.747
0.9916,0.741
1.6887,0.708
1.2999,0.696
0.0482,0.685
-1.3233,0.702
-1.6255,0.715
-0.1376,0.71
1.2082,0.716
1.1288,0.726
-0.0876,0.738
-1.3587,0.738
-1.3834,0.738
0.128,0.74
1.3843,0.734
1.5007,0.705
0.6666,0.72
-1.0997,0.716
-1.6258,0.684
-0.6404,0.702
0.8748,0.717
1.3016,0.736
0.9269,0.74
1.4937,0.748
0.3383,0.755
0.9429,0.748
1.8158,0.711
1.6743,0.702
1.0204,0.7
-0.4829,0.698
-0.6482,0.701
0.7883,0.707
0.5666,0.724
0.3834,0.729
-0.8808,0.733
-0.8002,0.725
0.7926,0.694
1.3116,0.678
-0.1134,0.657
-1.2415,0.674
-1.8385,0.659
-0.1637,0.666
1.4462,0.662
1.9656,0.652
1.2239,0.692
-0.6255,0.696
-2.0225,0.71
-1.9473,0.665
-1.3918,0.624
-1.239,0.626
0.3135,0.628
1.7831,0.637
2.1573,0.609
1.5872,0.622
0.4331,0.658
-0.846,0.658
-1.2435,0.657
0.0642,0.658
1.4655,0.654
1.8346,0.64
1.1396,0.64
0.0191,0.677
-1.1386,0.698
-1.4382,0.708
0.2553,0.712
1.496,0.693
1.3534,0.699
0.1888,0.716
-1.1721,0.705
-1.557,0.714
-0.058,0.693
1.2671,0.681
1.3857,0.673
0.3827,0.665
-0.6833,0.644
-0.6659,0.635
-0.5588,0.604
-1.0682,0.619
-1.3353,0.639
-0.2429,0.64
1.253,0.655
1.8218,0.636
1.3786,0.664
0.1544,0.672
-1.1671,0.691
-1.0603,0.661
0.7598,0.67
1.6992,0.652
1.4106,0.651
0.2666,0.68
-1.0061,0.69
-1.5563,0.692
-0.7268,0.692
1.0432,0.674
1.8204,0.653
1.5479,0.668
0.5648,0.651
-0.9799,0.675
-1.5249,0.684
0.1759,0.675
1.2928,0.665
1.2088,0.664
0.3035,0.662
-0.869,0.688
-1.1884,0.703
-0.816,0.686
0.5909,0.667
2.0714,0.639
2.2457,0.62
1.5168,0.614
0.526,0.61
-0.5905,0.612
-0.8491,0.615
-0.507,0.593
-0.717,0.63
-0.578,0.667
1.1312,0.692
2.1438,0.688
1.7575,0.688
0.5398,0.699
-0.8444,0.696
-1.374,0.685
0.1204,0.66
1.5182,0.635
1.6756,0.616
1.0917,0.619
-0.2641,0.621
-1.5855,0.64
-1.7893,0.636
-0.5516,0.647
1.2082,0.656
1.8055,0.635
1.3022,0.647
0.0772,0.665
-1.2237,0.677
-1.5205,0.687
-0.0675,0.66
1.3885,0.656
1.7123,0.639
1.2609,0.642
0.2338,0.656
-1.143,0.658
-1.6197,0.67
-0.4731,0.664
1.18,0.656
1.606,0.651
0.9713,0.642
-0.4225,0.647
-1.3792,0.643
-1.4646,0.644
0.1184,0.649
1.4163,0.633
1.5797,0.628
1.0284,0.635
-0.1914,0.686
-1.3487,0.69
-1.4877,0.658
-0.951,0.62
-0.9719,0.606
-0.6369,0.611
0.9111,0.625
1.7696,0.604
1.5922,0.623
0.6818,0.628
-0.9557,0.643
-1.3848,0.674
0.4747,0.673
1.677,0.651
1.5139,0.647
0.372,0.661
-1.1309,0.654
-1.7378,0.657
-0.7622,0.67
1.0036,0.64
1.5509,0.645
1.1425,0.647
-0.1577,0.67
-1.5829,0.675
-1.4006,0.687
0.5813,0.681
1.4942,0.694
1.2927,0.665
-0.1735,0.687
-1.6661,0.688
-1.6913,0.688
0.019,0.671
1.4643,0.653
1.5415,0.645
0.9869,0.664
-0.4894,0.679
-1.0395,0.676
0.3705,1.387
0.0581,0.648
1.9413,0.63
0.9011,0.655
-1.5702,0.662
-2.2799,0.675
-2.0872,0.651
-1.5491,0.629
-1.2154,0.614
-1.2082,0.628
-1.0744,0.63
-0.1161,0.642
1.5634,0.65
2.0338,0.666
1.529,0.686
-0.2548,0.701
-1.1671,0.719
-1.0816,0.715
0.0766,0.731
1.6273,0.707
1.7901,0.7
1.0312,0.697
-0.7513,0.706
-1.4229,0.685
-0.7945,0.694
0.8803,0.719
1.598,0.701
1.0545,0.73
-0.4755,0.733
-1.2898,0.736
-0.973,0.726
0.4993,0.712
1.4823,0.699
1.1823,0.699
-0.0552,0.689
-1.1895,0.698
-1.3415,0.681
-0.2762,0.696
0.9255,0.707
0.6233,0.702
-0.5585,0.709
-1.0089,0.718
-0.1127,0.721
1.2819,0.724
1.6016,0.704
0.6849,0.718
-0.9529,0.713
-1.1542,0.656
-0.7272,0.633
-0.6964,0.619
-0.3452,0.631
1.085,0.671
1.8333,0.664
1.4776,0.711
0.3146,0.756
-1.0206,0.781
-0.9335,0.796
0.9476,0.762
1.757,0.744
0.7823,0.723
-1.1125,0.724
-1.5612,0.71
-0.6729,0.7
1.0014,0.684
1.6845,0.671
1.2302,0.649
-0.2455,0.686
-1.3832,0.706
-1.0638,0.753
0.7557,0.751
1.3346,0.755
0.47,0.739
-0.8407,0.737
-1.2798,0.745
-0.901,0.712
0.5105,0.693
1.4731,0.683
1.3243,0.689
0.4457,0.735
-0.9225,0.738
-1.1435,0.754
-0.2941,0.759
1.1745,0.766
1.4434,0.732
0.9281,0.734
-0.4446,0.73
-1.3017,0.719
-0.7067,0.713
0.781,0.701
1.3799,0.686
1.1088,0.69
0.3717,0.691
-0.7387,0.716
-1.1486,0.703
-0.5009,0.712
0.9521,0.705
1.5482,0.709
1.1526,0.721
-0.4715,0.711
-1.5701,0.695
-1.1171,0.684
0.6455,0.675
1.5612,0.637
1.2801,0.642
0.0875,0.651
-1.2638,0.675
-1.4766,0.699
0.1752,0.699
1.5078,0.695
1.433,0.696
0.7579,0.714
-0.7141,0.717
-1.4035,0.685
-0.6821,0.691
0.8337,0.682
1.6944,0.688
1.5235,0.669
0.5359,0.688
-0.8457,0.7
-1.5444,0.682
-1.0697,0.661
-0.9402,0.624
-0.0349,0.65
1.3207,0.642
1.7282,0.648
1.3413,0.646
0.3228,0.662
-1.1021,0.678
-1.5382,0.685
0.0222,0.686
1.5594,0.677
1.7778,0.661
0.9909,0.68
-0.8292,0.696
-1.6874,0.699
-0.4132,0.692
1.2221,0.691
1.5286,0.658
0.7442,0.647
-0.6336,0.666
-1.521,0.686
-1.1036,0.703
0.8397,0.706
1.621,0.69
1.1131,0.684
0.057,0.703
-1.3377,0.708
-1.5155,0.701
0.2267,0.679
1.4012,0.694
1.1407,0.661
-0.0587,0.674
-1.4106,0.679
-1.6499,0.659
-0.3082,0.66
1.1724,0.667
1.5129,0.649
0.6869,0.646
-0.6528,0.668
-1.3498,0.69
-1.3933,0.694
0.1788,0.697
1.5332,0.689
1.5138,0.673
0.6061,0.679
-0.8731,0.69
-1.4136,0.686
-0.9155,0.677
0.7927,0.667
1.6765,0.66
1.5387,0.631
0.6143,0.661
-0.3595,0.683
-1.1336,0.73
-0.8089,0.698
-0.7492,0.655
-0.8984,0.663
0.1055,0.69
1.5931,0.672
1.9517,0.667
1.4489,0.676
0.3303,0.668
-1.1842,0.682
-1.2323,0.722
0.5971,0.675
1.666,0.683
1.6875,0.654
0.8519,0.659
-0.8117,0.697
-1.7135,0.712
-0.6072,0.713
1.0504,0.732
1.3991,0.702
0.8166,0.724
-0.557,0.715
-1.6378,0.69
-0.3785,0.671
1.1565,0.682
1.334,0.658
0.3016,0.665
-1.3688,0.667
-1.8368,0.665
-0.6408,0.666
0.9373,0.672
1.2894,0.653
0.6808,0.649
-0.7119,0.667
-1.4217,0.691
-1.0043,0.712
0.7178,0.712
1.7504,0.713
1.5517,0.708
0.1818,0.744
-1.1784,0.715
-1.3273,0.722
0.3374,0.729
1.6016,0.707
1.3626,0.664
0.0976,0.667
-1.3534,0.657
-1.5627,0.66
-0.1023,0.666
1.4274,0.68
1.4815,0.695
0.3979,0.73
-1.1744,0.745
-1.447,0.738
0.361,0.716
1.6236,0.697
1.4949,0.677
0.3744,0.667
-1.055,0.647
-1.1993,0.622
-0.8416,0.622
-1.0546,0.603
-0.74,0.635
1.2269,0.668
2.0987,0.671
1.6284,0.685
0.198,0.727
-1.1722,0.736
-0.7926,0.712
1.1776,0.683
1.8952,0.662
1.4468,0.65
-0.0081,0.667
-1.5814,0.696
-0.8032,0.714
1.1226,0.728
1.3974,0.72
0.4056,0.739
-1.2807,0.731
-1.5491,0.732
0.1992,0.693
1.5042,0.68
1.6837,0.653
0.1757,0.65
-1.3765,0.64
-1.3874,0.641
-0.9374,0.607
-0.8685,0.624
-0.8756,0.656
0.4182,0.693
1.8367,0.708
1.7943,0.706
0.5423,0.737
-0.9097,0.727
-1.1417,0.715
0.6907,0.705
1.9436,0.685
1.6224,0.658
0.1901,0.651
-1.3494,0.656
-1.4085,0.655
0.5005,0.665
1.6665,0.667
1.4664,0.679
0.0876,0.708
-1.4293,0.713
-1.3836,0.719
0.7109,0.699
1.7227,0.705
0.9691,0.647
-0.7358,0.648
-1.5619,0.659
-1.2931,0.682
0.0796,0.697
1.5317,0.714
1.4606,0.708
-0.2632,0.746
-1.3718,0.733
-0.7969,0.736
1.2566,0.724
1.8982,0.728
0.9784,0.682
-0.6292,0.671
-1.4257,0.682
-1.0946,0.676
0.5956,0.691
1.6217,0.662
1.2797,0.687
-0.3017,0.706
-1.314,0.741
-1.191,0.742
0.1987,0.744
1.5507,0.719
1.4981,0.703
0.0292,0.693
-1.2128,0.692
-1.2555,0.706
0.0746,0.7
1.5269,0.696
1.8881,0.696
1.0349,0.688
-0.8677,0.673
-1.3314,0.673
-1.3135,0.645
-0.8794,0.619
-0.8752,0.622
-0.521,0.647
1.3002,0.641
2.3465,0.672
2.0129,0.662
0.1613,0.681
-1.3022,0.697
-0.5402,0.686
1.5852,0.69
2.0908,0.656
1.2453,0.655
-0.4325,0.657
-1.3607,0.655
-0.4015,0.664
1.2828,0.67
1.6682,0.667
0.6772,0.695
-1.1244,0.713
-1.6085,0.719
0.0109,0.696
1.5119,0.686
1.5169,0.662
0.2108,0.666
-1.2294,0.658
-1.3514,0.685
0.4442,0.681
1.6792,0.704
1.2297,0.702
-0.2492,0.714
-1.2775,0.726
-0.8694,0.717
0.9602,0.695
1.7676,0.668
1.2598,0.664
-0.3295,0.666
